Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/DEL/DC/5704,2022-04-05,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-06,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-11,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-12,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-14,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-20,Imported Dispatches,755,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-23,Imported Dispatches,1750,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-04-29,Imported Dispatches,1560,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-05-06,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-05-10,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-05-20,Imported Dispatches,725,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-05-23,Imported Dispatches,1260,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-02,Imported Dispatches,1300,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-03,Imported Dispatches,1400,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-03,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-06,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-09,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5704,2022-06-15,Imported Dispatches,1300,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-04-11,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-04-26,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-04-27,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-05-07,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-05-12,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-05-20,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-05-24,Imported Dispatches,950,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-06-01,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/DEL/Drop/002,2022-06-02,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-04-04,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-04,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-04-12,Imported Dispatches,525,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-04-18,Imported Dispatches,1025,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-04-28,Imported Dispatches,440,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-06,Imported Dispatches,525,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-14,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-17,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-19,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-27,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-28,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-05-31,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-06-02,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-06-13,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-06-14,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2022-06-15,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-04-29,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-04,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-10,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-19,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-15,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-25,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-29,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-05-31,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-02,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-05,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-09,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-12,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-22,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-06-28,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-07-07,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-07-10,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-07-14,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-07-27,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-08-02,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-08-17,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-08-17,Imported Dispatches,3000,14ft Truck (3500 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-08-25,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-04,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-06,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-13,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-18,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-21,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-26,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-09-28,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-03,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-09,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-16,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-18,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-26,Imported Dispatches,625,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-28,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-10-30,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-11-06,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-11-07,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-11-21,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-11-28,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-12-06,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-12-11,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-12-21,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-12-26,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2023-12-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-01,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-01-25,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-05,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-08,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-12,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-17,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-20,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-26,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-29,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-29,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-03-02,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-03-20,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-03-29,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-01,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-03,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-04,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-13,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-18,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-25,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-04-27,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-05-09,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-05-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-05-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-06-18,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-06-08,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-06-06,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-06-07,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-07-31,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-07-20,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-07-17,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-07-04,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-08-02,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-08-20,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-08-05,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-05-10,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-08-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-09-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-02-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-11-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-10-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-06-10,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-08-11,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-10-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-02-11,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-03-12,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-05-12,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-01-12,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-05-12,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-02-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2025-09-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-10-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2024-10-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2027-03-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5713,2027-06-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-04-01,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-04-05,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-04-12,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-04-26,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-05-04,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-05-05,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-05-10,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-05-17,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2021/HRY/Drop/004,2022-05-24,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/KER/DC/5759,2023-06-06,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2023-07-05,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2023-08-07,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2023-09-22,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2023-10-31,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2024-01-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2024-03-10,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2025-04-10,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2025-08-11,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2024-07-12,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2025-02-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2024-02-11,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2027-04-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/KER/DC/5759,2025-12-02,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kochi
2025/MHR/DC/5813,2021-08-19,Imported Dispatches,120,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2022-01-10,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2022-02-22,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2022-04-11,Imported Dispatches,280,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2022-10-28,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-01-25,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-05-23,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-06-27,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-09-27,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-09-29,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2023-12-27,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2024-04-26,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2024-06-04,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5813,2024-07-17,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2021-04-02,Imported Dispatches,120,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-01-25,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-01-31,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-02-22,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-03-16,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-04-19,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-05-23,Imported Dispatches,1950,Tata 407 (2500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-07-07,Imported Dispatches,2600,14ft Truck (3500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-08-27,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-10-10,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-11-04,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-11-21,Imported Dispatches,2500,14ft Truck (3500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-12-08,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2022-12-26,Imported Dispatches,290,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-01-05,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-01-30,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-02-21,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-02-21,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-03-24,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-05-22,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-06-21,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-07-18,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-08-16,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-08-28,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-12-08,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2023-10-27,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2024-01-03,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2024-02-09,Imported Dispatches,950,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2024-04-04,Imported Dispatches,950,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2024-05-27,Imported Dispatches,2200,14ft Truck (3500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5808,2024-06-13,Imported Dispatches,2500,14ft Truck (3500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/0008,2022-01-06,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/0008,2022-03-03,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/0008,2022-06-28,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
