Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/WEB/DC/5670,2021-08-25,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2021-09-21,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2021-09-27,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2021-12-03,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-02-02,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-02-23,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-06-14,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-07-18,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-07-20,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-08-09,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-09-13,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-09-29,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-10-22,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-11-03,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-11-10,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-12-02,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2022-12-16,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-01-14,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-02-11,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-02-11,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-04-01,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-04-27,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-05-20,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-09-19,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-08-03,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-08-26,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-07-11,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-07-28,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-06-01,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-06-10,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-06-22,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-06-26,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-09-29,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-10-12,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-10-13,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-10-16,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,2023-11-18,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2024-01-11,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2024-02-21,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2024-04-02,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2021-06-17,Imported Dispatches,18,Cab,Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2021-08-12,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2021-09-01,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2021-12-04,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-01-14,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-05-07,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-06-21,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-06-24,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-06-30,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-08-01,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-09-15,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-08-29,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-10-07,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-11-04,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2022-11-10,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-04-13,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-05-20,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-09-01,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-08-03,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-08-26,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,2023-06-06,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/DEL/DC/5767,2024-10-30,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5767,2025-07-10,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5767,2024-10-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/RAJ/DC/5762,2024-07-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/RAJ/DC/5762,2025-11-10,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,2023-12-28,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,2024-10-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,2024-10-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,2025-06-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UTR/DC/5662,2024-02-19,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-03-04,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-03-21,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-04-01,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-04-08,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-05-02,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-05-17,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-05-30,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-06-08,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-06-17,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-07-01,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-07-08,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-09-03,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-03-09,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2025-11-09,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-12-10,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-10-30,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-02-11,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2025-01-11,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2024-04-12,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2025-09-12,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,2025-03-01,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,2024-09-11,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,2025-01-11,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,2024-07-12,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,2024-10-30,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/WEB/DC/5671,2025-07-12,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5671,2024-10-30,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
