Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/UPD/DC/5667,10/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/08/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,17/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,20/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/6/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/13/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/16/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/20/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/23/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/28/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,9/30/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/4/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/25/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/7/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/14/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/21/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/24/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/17/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/25/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/26/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/29/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/2/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/6/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/9/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/16/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/16/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,2/22/2025,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/27/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/30/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/27/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,12/30/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/8/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/13/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/20/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/24/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/29/2025,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,1/31/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,13/04/2022,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,22/04/2022,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,04/05/2022,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,26/04/2023,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,15/06/2023,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,29/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,27/12/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,22/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,23/03/2024,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,19/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,22/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,08/08/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,9/4/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,9/19/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,10/10/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,11/6/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,12/16/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,1/20/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,06/04/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,06/04/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,25/04/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,27/04/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,31/05/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,05/07/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,08/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,13/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,31/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,03/08/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,12/08/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,25/08/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,15/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,07/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,19/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,29/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,30/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,02/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,11/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,07/02/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,21/02/2024,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,02/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,09/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,18/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,01/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,15/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,28/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,28/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,18/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,23/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,05/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,9/11/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,9/26/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,10/3/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,10/30/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,11/5/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,12/9/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,12/19/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,12/31/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,1/22/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/DC/755,1/29/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,18/04/2022,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,19/04/2022,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,28/04/2022,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,24/05/2022,Imported Dispatches,1300,Tata 407 (2500 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,03/04/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,01/05/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,12/05/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,16/06/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,01/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,10/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,16/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,01/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,14/11/2023,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,01/12/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,15/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,27/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,09/01/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,05/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,26/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,04/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,15/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,24/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,07/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,25/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,01/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,25/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,08/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,11/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,06/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,9/2/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,9/16/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,9/30/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,10/7/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,10/23/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,11/26/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,12/3/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,12/10/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,12/19/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,12/23/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,1/16/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5758,2/4/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UTR/DC/5663,06/12/2021,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,30/05/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,15/06/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,28/04/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,22/06/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,24/07/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,08/08/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,25/08/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,30/11/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,25/08/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,01/09/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,14/10/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,30/10/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,11/11/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,02/01/2024,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,27/01/2024,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,15/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,22/02/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,16/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,21/03/2024,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,01/04/2024,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,04/04/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,12/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,22/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,29/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,17/05/2024,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,30/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,06/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,10/06/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,09/07/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,30/07/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,08/08/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,31/08/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,02/09/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5663,9/2/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,9/30/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,10/14/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,11/13/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,11/25/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,12/21/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5663,12/30/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/7251,23/06/2023,Imported Dispatches,1600,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,05/07/2023,Imported Dispatches,1600,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,02/08/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,05/09/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,27/09/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,10/10/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,29/10/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,11/11/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,05/12/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,18/12/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,08/01/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,12/02/2024,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,26/02/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,01/04/2024,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,20/04/2024,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,29/04/2024,Imported Dispatches,2000,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,17/05/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,30/05/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,24/06/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,09/07/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,30/07/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,08/08/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,27/08/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/7251,9/20/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/7251,9/30/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/7251,11/2/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
