Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/DEL/DC/5704,1/30/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,04/04/2022,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,12/04/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,25/04/2022,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,28/04/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,02/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,05/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,06/05/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,19/05/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,23/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,24/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,26/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,30/05/2022,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,13/06/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,17/04/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,28/04/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,01/05/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,05/05/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,22/05/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,05/06/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,14/06/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,22/06/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,03/07/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,10/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,17/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,21/08/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,06/11/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,28/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,04/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,11/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,26/12/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,02/01/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,08/01/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,29/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,05/02/2024,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,20/02/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,26/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,02/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,16/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,29/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,06/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,20/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,27/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,03/06/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2023/DEL/Drop/012,12/5/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,13/04/2022,Imported Dispatches,950,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,04/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,05/05/2022,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,17/05/2022,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,25/05/2022,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,03/04/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/04/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,02/05/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,26/05/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,03/06/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/06/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,22/06/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,11/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,26/07/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,01/08/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,10/08/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,18/08/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,29/08/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,11/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,26/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,03/10/2023,Imported Dispatches,625,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,04/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/10/2023,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,23/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,31/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,06/11/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,14/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,22/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,28/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,04/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/12/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,28/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,04/01/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,29/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,07/03/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,13/03/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,19/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,28/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,01/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,01/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,02/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,06/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,13/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,20/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,31/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,01/07/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,24/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,20/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,22/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,15/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,16/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,9/2/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,9/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,10/14/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,10/26/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,10/5/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,11/19/2024,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,11/29/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/10/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,12/18/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/HRY/DC/5854,2/11/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2023/MHR/Drop/012,06/06/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,15/05/2023,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,28/06/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,08/07/2023,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,25/07/2023,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,07/08/2023,Imported Dispatches,220,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,25/08/2023,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,05/09/2023,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,12/09/2023,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,05/09/2023,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,18/09/2023,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,14/11/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,17/10/2023,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,23/11/2023,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,26/12/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,30/10/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,11/01/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,23/01/2024,Imported Dispatches,950,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,08/02/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,21/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,26/02/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,06/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,12/04/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,08/04/2024,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,22/04/2024,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,03/05/2024,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,14/05/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,04/06/2024,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2023/MHR/Drop/012,19/06/2024,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,17/06/2023,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,21/06/2023,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,16/03/2024,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,04/04/2024,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,04/04/2024,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,26/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,06/05/2024,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2024/MHR/DC/758,11/06/2024,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Mumbai
2025/UPD/DC/5667,10/03/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,24/04/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,28/04/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/05/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,07/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,19/07/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,24/07/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,08/08/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/08/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/09/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,07/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,21/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,30/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,30/10/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,07/11/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,28/12/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,06/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,20/12/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,21/12/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,30/12/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,02/01/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,15/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,15/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/01/2024,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,19/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,25/01/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,14/02/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,19/02/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,26/02/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/02/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,15/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,23/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,27/03/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,01/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,09/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,08/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,17/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,22/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,22/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,26/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,01/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,03/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,10/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,13/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,21/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,30/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,30/05/2024,Imported Dispatches,8000,19ft/20ft Truck (9000 KG),,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,28/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,25/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,20/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,07/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,11/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,04/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,29/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,19/07/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,18/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,03/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,02/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,23/08/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,27/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UPD/DC/5667,06/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
